Date,Open,High,Low,Close
08/13/2014,"0.23360%","0.23360%","0.23360%","0.23360%"
08/12/2014,"0.23310%","0.23310%","0.23310%","0.23310%"
08/11/2014,"0.23380%","0.23380%","0.23380%","0.23380%"
08/08/2014,"0.23510%","0.23510%","0.23510%","0.23510%"
08/07/2014,"0.23310%","0.23310%","0.23310%","0.23310%"
08/06/2014,"0.23420%","0.23420%","0.23420%","0.23420%"
08/05/2014,"0.23710%","0.23710%","0.23710%","0.23710%"
08/04/2014,"0.23710%","0.23710%","0.23710%","0.23710%"
08/01/2014,"0.23810%","0.23810%","0.23810%","0.23810%"
07/31/2014,"0.23910%","0.23910%","0.23910%","0.23910%"
07/30/2014,"0.23960%","0.23960%","0.23960%","0.23960%"
07/29/2014,"0.23710%","0.23710%","0.23710%","0.23710%"
07/28/2014,"0.23610%","0.23610%","0.23610%","0.23610%"
07/25/2014,"0.23410%","0.23410%","0.23410%","0.23410%"
07/24/2014,"0.23510%","0.23510%","0.23510%","0.23510%"
07/23/2014,"0.23410%","0.23410%","0.23410%","0.23410%"
07/22/2014,"0.23260%","0.23260%","0.23260%","0.23260%"
07/21/2014,"0.23310%","0.23310%","0.23310%","0.23310%"
07/18/2014,"0.23160%","0.23160%","0.23160%","0.23160%"
07/17/2014,"0.23360%","0.23360%","0.23360%","0.23360%"
07/16/2014,"0.23360%","0.23360%","0.23360%","0.23360%"
07/15/2014,"0.23310%","0.23310%","0.23310%","0.23310%"
07/14/2014,"0.23260%","0.23260%","0.23260%","0.23260%"
07/11/2014,"0.23360%","0.23360%","0.23360%","0.23360%"
07/10/2014,"0.23360%","0.23360%","0.23360%","0.23360%"
07/09/2014,"0.23410%","0.23410%","0.23410%","0.23410%"
07/08/2014,"0.23360%","0.23360%","0.23360%","0.23360%"
07/07/2014,"0.23410%","0.23410%","0.23410%","0.23410%"
07/04/2014,"0.23310%","0.23310%","0.23310%","0.23310%"
07/03/2014,"0.23210%","0.23210%","0.23210%","0.23210%"
07/02/2014,"0.23460%","0.23460%","0.23460%","0.23460%"
07/01/2014,"0.23180%","0.23180%","0.23180%","0.23180%"
06/30/2014,"0.23070%","0.23070%","0.23070%","0.23070%"
06/27/2014,"0.23460%","0.23460%","0.23460%","0.23460%"
06/26/2014,"0.23410%","0.23410%","0.23410%","0.23410%"
06/25/2014,"0.23385%","0.23385%","0.23385%","0.23385%"
06/24/2014,"0.23360%","0.23360%","0.23360%","0.23360%"
06/23/2014,"0.23260%","0.23260%","0.23260%","0.23260%"
06/20/2014,"0.23060%","0.23060%","0.23060%","0.23060%"
06/19/2014,"0.22960%","0.22960%","0.22960%","0.22960%"
06/18/2014,"0.23100%","0.23100%","0.23100%","0.23100%"
06/17/2014,"0.23100%","0.23100%","0.23100%","0.23100%"
06/16/2014,"0.23060%","0.23060%","0.23060%","0.23060%"
06/13/2014,"0.23210%","0.23210%","0.23210%","0.23210%"
06/12/2014,"0.23060%","0.23060%","0.23060%","0.23060%"
06/11/2014,"0.22980%","0.22980%","0.22980%","0.22980%"
06/10/2014,"0.23030%","0.23030%","0.23030%","0.23030%"
06/09/2014,"0.23055%","0.23055%","0.23055%","0.23055%"
06/06/2014,"0.22960%","0.22960%","0.22960%","0.22960%"
06/05/2014,"0.23060%","0.23060%","0.23060%","0.23060%"
06/04/2014,"0.22950%","0.22950%","0.22950%","0.22950%"
06/03/2014,"0.22740%","0.22740%","0.22740%","0.22740%"
06/02/2014,"0.22715%","0.22715%","0.22715%","0.22715%"
05/30/2014,"0.22740%","0.22740%","0.22740%","0.22740%"
05/29/2014,"0.22735%","0.22735%","0.22735%","0.22735%"
05/28/2014,"0.22760%","0.22760%","0.22760%","0.22760%"
05/27/2014,"0.22985%","0.22985%","0.22985%","0.22985%"
05/26/2014,"0.22935%","0.22935%","0.22935%","0.22935%"
05/23/2014,"0.22935%","0.22935%","0.22935%","0.22935%"
05/22/2014,"0.22715%","0.22715%","0.22715%","0.22715%"
05/21/2014,"0.22735%","0.22735%","0.22735%","0.22735%"
05/20/2014,"0.22810%","0.22810%","0.22810%","0.22810%"
05/19/2014,"0.22695%","0.22695%","0.22695%","0.22695%"
05/16/2014,"0.22860%","0.22860%","0.22860%","0.22860%"
05/15/2014,"0.22585%","0.22585%","0.22585%","0.22585%"
05/14/2014,"0.22535%","0.22535%","0.22535%","0.22535%"
05/13/2014,"0.22385%","0.22385%","0.22385%","0.22385%"
05/12/2014,"0.22510%","0.22510%","0.22510%","0.22510%"
05/09/2014,"0.22410%","0.22410%","0.22410%","0.22410%"
05/08/2014,"0.22335%","0.22335%","0.22335%","0.22335%"
05/07/2014,"0.22395%","0.22395%","0.22395%","0.22395%"
05/06/2014,"0.22485%","0.22485%","0.22485%","0.22485%"
05/05/2014,"0.22285%","0.22285%","0.22285%","0.22285%"
05/02/2014,"0.22285%","0.22285%","0.22285%","0.22285%"
05/01/2014,"0.22285%","0.22285%","0.22285%","0.22285%"
04/30/2014,"0.22335%","0.22335%","0.22335%","0.22335%"
04/29/2014,"0.22535%","0.22535%","0.22535%","0.22535%"
04/28/2014,"0.22485%","0.22485%","0.22485%","0.22485%"
04/25/2014,"0.22660%","0.22660%","0.22660%","0.22660%"
04/24/2014,"0.22785%","0.22785%","0.22785%","0.22785%"
04/23/2014,"0.22875%","0.22875%","0.22875%","0.22875%"
04/22/2014,"0.22860%","0.22860%","0.22860%","0.22860%"
04/21/2014,"0.22585%","0.22585%","0.22585%","0.22585%"
04/18/2014,"0.22585%","0.22585%","0.22585%","0.22585%"
04/17/2014,"0.22585%","0.22585%","0.22585%","0.22585%"
04/16/2014,"0.22785%","0.22785%","0.22785%","0.22785%"
04/15/2014,"0.22635%","0.22635%","0.22635%","0.22635%"
04/14/2014,"0.22865%","0.22865%","0.22865%","0.22865%"
04/11/2014,"0.22645%","0.22645%","0.22645%","0.22645%"
04/10/2014,"0.22705%","0.22705%","0.22705%","0.22705%"
04/09/2014,"0.22755%","0.22755%","0.22755%","0.22755%"
04/08/2014,"0.22730%","0.22730%","0.22730%","0.22730%"
04/07/2014,"0.22935%","0.22935%","0.22935%","0.22935%"
04/04/2014,"0.22960%","0.22960%","0.22960%","0.22960%"
04/03/2014,"0.23035%","0.23035%","0.23035%","0.23035%"
04/02/2014,"0.23010%","0.23010%","0.23010%","0.23010%"
04/01/2014,"0.22810%","0.22810%","0.22810%","0.22810%"
03/31/2014,"0.23060%","0.23060%","0.23060%","0.23060%"
03/28/2014,"0.23335%","0.23335%","0.23335%","0.23335%"
03/27/2014,"0.23360%","0.23360%","0.23360%","0.23360%"
03/26/2014,"0.23335%","0.23335%","0.23335%","0.23335%"
03/25/2014,"0.23435%","0.23435%","0.23435%","0.23435%"
03/24/2014,"0.23510%","0.23510%","0.23510%","0.23510%"
03/21/2014,"0.23285%","0.23285%","0.23285%","0.23285%"
03/20/2014,"0.23360%","0.23360%","0.23360%","0.23360%"
03/19/2014,"0.23385%","0.23385%","0.23385%","0.23385%"
03/18/2014,"0.23485%","0.23485%","0.23485%","0.23485%"
03/17/2014,"0.23445%","0.23445%","0.23445%","0.23445%"
03/14/2014,"0.23485%","0.23485%","0.23485%","0.23485%"
03/13/2014,"0.23335%","0.23335%","0.23335%","0.23335%"
03/12/2014,"0.23410%","0.23410%","0.23410%","0.23410%"
03/11/2014,"0.23330%","0.23330%","0.23330%","0.23330%"
03/10/2014,"0.23435%","0.23435%","0.23435%","0.23435%"
03/07/2014,"0.23565%","0.23565%","0.23565%","0.23565%"
03/06/2014,"0.23510%","0.23510%","0.23510%","0.23510%"
03/05/2014,"0.23440%","0.23440%","0.23440%","0.23440%"
03/04/2014,"0.23535%","0.23535%","0.23535%","0.23535%"
03/03/2014,"0.23565%","0.23565%","0.23565%","0.23565%"
02/28/2014,"0.23565%","0.23565%","0.23565%","0.23565%"
02/27/2014,"0.23610%","0.23610%","0.23610%","0.23610%"
02/26/2014,"0.23330%","0.23330%","0.23330%","0.23330%"
02/25/2014,"0.23360%","0.23360%","0.23360%","0.23360%"
02/24/2014,"0.23435%","0.23435%","0.23435%","0.23435%"
02/21/2014,"0.23485%","0.23485%","0.23485%","0.23485%"
02/20/2014,"0.23560%","0.23560%","0.23560%","0.23560%"
02/19/2014,"0.23360%","0.23360%","0.23360%","0.23360%"
02/18/2014,"0.23455%","0.23455%","0.23455%","0.23455%"
02/17/2014,"0.23510%","0.23510%","0.23510%","0.23510%"
02/14/2014,"0.23585%","0.23585%","0.23585%","0.23585%"
02/13/2014,"0.23585%","0.23585%","0.23585%","0.23585%"
02/12/2014,"0.23610%","0.23610%","0.23610%","0.23610%"
02/11/2014,"0.23660%","0.23660%","0.23660%","0.23660%"
02/10/2014,"0.23385%","0.23385%","0.23385%","0.23385%"
02/07/2014,"0.23385%","0.23385%","0.23385%","0.23385%"
02/06/2014,"0.23685%","0.23685%","0.23685%","0.23685%"
02/05/2014,"0.23635%","0.23635%","0.23635%","0.23635%"
02/04/2014,"0.23645%","0.23645%","0.23645%","0.23645%"
02/03/2014,"0.23560%","0.23560%","0.23560%","0.23560%"
01/31/2014,"0.23660%","0.23660%","0.23660%","0.23660%"
01/30/2014,"0.23760%","0.23760%","0.23760%","0.23760%"
01/29/2014,"0.23560%","0.23560%","0.23560%","0.23560%"
01/28/2014,"0.23610%","0.23610%","0.23610%","0.23610%"
01/27/2014,"0.23610%","0.23610%","0.23610%","0.23610%"
01/24/2014,"0.23535%","0.23535%","0.23535%","0.23535%"
01/23/2014,"0.23860%","0.23860%","0.23860%","0.23860%"
01/22/2014,"0.23710%","0.23710%","0.23710%","0.23710%"
01/21/2014,"0.23660%","0.23660%","0.23660%","0.23660%"
01/20/2014,"0.23710%","0.23710%","0.23710%","0.23710%"
01/17/2014,"0.23660%","0.23660%","0.23660%","0.23660%"
01/16/2014,"0.23635%","0.23635%","0.23635%","0.23635%"
01/15/2014,"0.23785%","0.23785%","0.23785%","0.23785%"
01/14/2014,"0.23675%","0.23675%","0.23675%","0.23675%"
01/13/2014,"0.23890%","0.23890%","0.23890%","0.23890%"
01/10/2014,"0.24165%","0.24165%","0.24165%","0.24165%"
01/09/2014,"0.24165%","0.24165%","0.24165%","0.24165%"
01/08/2014,"0.24040%","0.24040%","0.24040%","0.24040%"
01/07/2014,"0.24210%","0.24210%","0.24210%","0.24210%"
01/06/2014,"0.23935%","0.23935%","0.23935%","0.23935%"
01/03/2014,"0.23985%","0.23985%","0.23985%","0.23985%"
01/02/2014,"0.24285%","0.24285%","0.24285%","0.24285%"
